follower_count,following_count,account_age_days,verified_flag,source_type,user_id
3624,1468,1425,0,Bot,1965
1603,279,275,0,User,1966
4506,178,232,0,User,1967
1714,686,1913,0,Bot,1968
382,382,555,0,News Outlet,1969
1052,849,706,0,User,1970
1389,750,1232,0,User,1971
3196,162,1938,0,User,1972
497,1103,863,0,News Outlet,1973
2016,236,862,0,User,1974
2393,790,1070,0,User,1975
3935,754,515,0,User,1976
943,1588,150,0,User,1977
2127,1102,1457,0,User,1978
854,1767,1403,0,News Outlet,1979
3832,599,138,0,User,1980
4432,1605,2515,0,Bot,1981
743,1656,2967,0,User,1982
4700,2013,2690,0,User,1983
3588,947,159,0,Influencer,1984
1327,1196,849,0,User,1985
4086,1825,289,0,User,1986
386,1921,307,0,User,1987
960,1167,965,0,User,1988
956,1596,280,0,User,1989
866,370,928,0,User,1990
1616,2142,2531,0,User,1991
449,481,776,0,News Outlet,1992
4140,1941,58,0,User,1993
2672,155,1451,0,User,1994
5054,288,108,0,User,1995
1950,553,1881,0,User,1996
2439,1445,822,0,User,1997
1326,834,2039,0,User,1998
1107,1163,1442,0,User,1999
910,320,2221,0,User,2000
5421,373,1496,0,User,2001
4955,393,541,0,Bot,2002
930,476,1458,0,User,2003
4589,266,568,0,User,2004
357,1356,2520,0,Influencer,2005
4677,160,670,0,User,2006
3935,988,662,0,Bot,2007
3593,981,1758,0,User,2008
3336,1155,827,0,User,2009
2528,96,716,0,News Outlet,2010
1289,742,2052,0,User,2011
1658,1068,1925,0,News Outlet,2012
165,2314,193,0,Bot,2013
2388,42,729,0,User,2014
3727,2137,726,0,Bot,2015
2744,482,841,0,Influencer,2016
582,444,1143,0,Influencer,2017
536,1011,1921,0,User,2018
929,1158,921,0,Influencer,2019
356,443,2017,0,User,2020
1423,322,878,0,User,2021
1155,412,497,0,Bot,2022
373,483,2260,0,Influencer,2023
993,1750,308,0,User,2024
465,497,372,0,User,2025
45,239,458,0,User,2026
5431,1273,472,0,User,2027
3918,1188,2138,0,User,2028
1905,135,2668,0,User,2029
1832,252,1099,0,Bot,2030
3830,1090,1134,0,Bot,2031
1201,142,2494,0,User,2032
2579,1089,91,0,User,2033
3934,111,1161,0,Influencer,2034
1006,1410,65,0,User,2035
2818,992,411,0,Influencer,2036
2708,1125,15,0,User,2037
896,955,3537,0,User,2038
1766,1066,2245,0,User,2039
2416,962,692,0,Bot,2040
3879,68,538,0,User,2041
204,461,560,0,User,2042
1168,463,1121,0,News Outlet,2043
748,978,871,0,User,2044
777,1256,2169,0,User,2045
2041,397,787,0,Influencer,2046
1984,2304,600,0,User,2047
1835,53,1180,0,User,2048
2838,1171,248,0,User,2049
4218,28,1119,0,News Outlet,2050
735,797,1498,0,News Outlet,2051
3321,206,2311,0,User,2052
2048,970,3870,0,User,2053
1952,727,445,0,Bot,2054
5660,162,484,0,News Outlet,2055
248,31,2812,0,User,2056
98,644,85,0,User,2057
1017,276,476,0,Bot,2058
756,1289,850,0,User,2059
1457,866,1346,0,Bot,2060
6209,1433,358,0,Bot,2061
233,125,2984,0,Bot,2062
3531,896,1322,0,Bot,2063
5000,252,1638,0,User,2064
2154,1762,1737,0,User,2065
1803,1135,1673,0,User,2066
1294,302,428,0,News Outlet,2067
4662,1881,1534,0,User,2068
599,303,709,0,User,2069
2286,1402,1127,0,Influencer,2070
4183,1378,405,0,Influencer,2071
1854,635,2513,0,User,2072
3572,2258,781,0,User,2073
1105,582,1972,0,Influencer,2074
2697,257,413,0,User,2075
3933,945,1950,0,User,2076
3445,346,1669,0,Bot,2077
79,539,122,0,User,2078
2690,1141,1984,0,Influencer,2079
4257,620,652,0,User,2080
2613,1582,626,0,User,2081
1201,617,875,0,User,2082
2219,410,2503,0,News Outlet,2083
2025,3158,574,0,User,2084
1680,1650,1873,0,User,2085
290,413,2238,0,User,2086
3781,362,596,0,Bot,2087
1567,87,800,0,News Outlet,2088
2775,1359,949,0,Bot,2089
2098,1609,945,0,User,2090
143,835,2263,0,User,2091
2446,621,929,0,User,2092
514,1014,2073,0,User,2093
836,486,148,0,User,2094
1571,1457,2349,0,User,2095
5438,27,382,0,News Outlet,2096
3589,1179,774,0,User,2097
985,628,827,0,Influencer,2098
4007,1679,1092,0,User,2099
1848,20,593,0,User,2100
3331,1403,121,0,News Outlet,2101
1690,339,67,0,User,2102
3580,112,2750,0,User,2103
6093,90,1716,0,User,2104
64,1165,903,0,Influencer,2105
3056,85,301,0,User,2106
1536,765,2478,0,User,2107
724,1169,1501,0,User,2108
1942,1026,593,0,News Outlet,2109
2395,1220,234,0,User,2110
1269,2184,325,0,News Outlet,2111
3199,83,2445,0,User,2112
789,564,596,0,User,2113
2784,767,514,0,Bot,2114
6686,700,898,0,Influencer,2115
1058,221,421,0,User,2116
342,1578,613,0,Bot,2117
778,196,1391,0,User,2118
5611,332,564,0,User,2119
74,1115,374,0,Influencer,2120
2387,734,1173,0,User,2121
2634,3156,670,0,User,2122
1727,12,246,0,User,2123
1463,504,135,0,User,2124
6624,528,1967,0,User,2125
3741,431,169,0,User,2126
2058,417,287,0,Influencer,2127
4924,962,157,0,User,2128
943,515,2341,0,User,2129
1316,1335,1706,0,User,2130
3278,935,787,0,Bot,2131
3489,664,272,0,User,2132
494,1168,932,0,Influencer,2133
6418,1473,420,0,User,2134
244,548,475,0,Bot,2135
2232,1558,78,0,User,2136
28,257,1894,0,User,2137
2491,1205,1113,0,User,2138
2162,2175,798,0,User,2139
2963,15,1237,0,User,2140
825,87,122,0,User,2141
441,980,76,0,User,2142
39,1033,1029,0,Influencer,2143
3198,920,197,0,User,2144
2405,395,1348,0,User,2145
681,1124,6,0,User,2146
461,526,627,0,News Outlet,2147
813,346,1132,0,News Outlet,2148
1783,778,1720,0,Influencer,2149
553,100,1567,0,User,2150
3011,1149,279,0,Influencer,2151
1065,863,2636,0,Influencer,2152
1453,2333,1699,0,User,2153
1430,347,3357,0,News Outlet,2154
1014,770,129,0,News Outlet,2155
3194,1273,3372,0,User,2156
2058,272,181,0,User,2157
2905,134,767,0,Influencer,2158
1200,176,614,0,User,2159
2375,1084,323,0,User,2160
2543,142,639,0,User,2161
819,49,1120,0,User,2162
285,322,939,0,User,2163
5782,187,613,0,Influencer,2164
1371,876,2769,0,Bot,2165
3066,1049,1962,0,Influencer,2166
4280,1101,858,0,Influencer,2167
2861,414,817,0,User,2168
250,2096,1879,0,Influencer,2169
1330,1095,1322,0,User,2170
2087,1788,440,0,User,2171
877,407,1283,0,User,2172
220,909,943,0,User,2173
783,464,2140,0,User,2174
1204,549,411,0,Influencer,2175
2974,40,2248,0,User,2176
1055,120,1528,0,News Outlet,2177
2240,1774,150,0,User,2178
2162,577,690,0,Influencer,2179
1661,720,624,0,News Outlet,2180
560,662,2249,0,User,2181
17,213,1198,0,News Outlet,2182
1046,1143,1616,0,User,2183
2979,1719,1208,0,User,2184
442,567,2272,0,User,2185
1507,586,3095,0,User,2186
2817,2075,1608,0,User,2187
458,1461,118,0,User,2188
616,1073,1888,0,Bot,2189
1319,641,1755,0,Bot,2190
1493,106,2087,0,User,2191
872,1149,1896,0,User,2192
572,1075,614,0,User,2193
5859,293,1423,0,User,2194
2973,1518,1198,0,User,2195
2116,735,655,0,User,2196
2888,75,1683,0,User,2197
1203,2819,901,0,User,2198
4716,430,1327,0,User,2199
398,93,507,0,User,2200
2006,1122,3466,0,User,2201
1156,918,2235,0,User,2202
1359,1464,2,0,User,2203
136,308,1992,0,User,2204
2060,602,809,0,User,2205
717,969,39,0,Influencer,2206
3550,122,657,0,News Outlet,2207
197,852,398,0,Bot,2208
686,1198,2531,0,User,2209
2041,536,265,0,User,2210
513,632,260,0,User,2211
3723,781,1409,0,User,2212
2642,1444,1315,0,User,2213
168,1172,1331,0,User,2214
1436,123,4195,0,User,2215
1794,645,295,0,User,2216
1278,411,1333,0,User,2217
1592,757,1472,0,Bot,2218
1011,848,3161,0,Bot,2219
379,406,1714,0,Bot,2220
152,658,3639,0,User,2221
2501,505,1509,0,User,2222
2916,1500,2590,0,User,2223
1690,871,1166,0,User,2224
2052,1251,3693,0,User,2225
4137,773,1940,0,User,2226
1842,219,914,0,User,2227
2672,153,2015,0,User,2228
1879,1601,2058,0,User,2229
766,434,1286,0,Influencer,2230
4557,1221,2076,0,User,2231
424,1106,2455,0,User,2232
638,926,735,0,User,2233
760,545,126,0,User,2234
2978,62,1769,0,User,2235
4407,467,1167,0,User,2236
2003,1463,1876,0,User,2237
1769,386,408,0,User,2238
1977,1058,1067,0,User,2239
2554,961,1053,0,User,2240
141,262,168,0,User,2241
3734,465,1819,0,User,2242
715,1566,840,0,User,2243
1089,2539,82,0,Bot,2244
256,1335,690,0,User,2245
1494,443,84,0,User,2246
3165,419,494,0,User,2247
841,927,2077,0,Influencer,2248
2902,149,1060,0,Influencer,2249
769,542,732,0,User,2250
1634,1118,1606,0,User,2251
1363,112,222,0,User,2252
226,319,1398,0,User,2253
6014,1781,424,0,User,2254
247,797,634,0,User,2255
2223,1505,2619,0,User,2256
484,361,3872,0,User,2257
3799,541,1276,0,User,2258
1876,1901,2730,0,News Outlet,2259
959,123,2057,0,Influencer,2260
3572,26,1766,0,User,2261
387,919,1857,0,News Outlet,2262
1126,790,1474,0,News Outlet,2263
1933,10,1662,0,News Outlet,2264
2345,384,418,0,User,2265
2537,1193,83,0,Bot,2266
861,1124,2175,0,User,2267
1916,823,1616,0,User,2268
8752,668,1332,0,User,2269
2298,757,1587,0,News Outlet,2270
775,2295,296,0,Bot,2271
2170,1350,145,0,News Outlet,2272
1422,158,728,0,Influencer,2273
3079,323,689,0,User,2274
517,2318,2387,0,Influencer,2275
518,544,1489,0,User,2276
3107,282,2090,0,User,2277
114,1501,1733,0,News Outlet,2278
2768,455,688,0,User,2279
3890,230,1297,0,Influencer,2280
631,668,1246,0,User,2281
1207,458,1195,0,User,2282
1683,816,2258,0,Influencer,2283
672,1223,2301,0,User,2284
4114,995,1942,0,User,2285
1041,647,301,0,Bot,2286
504,269,537,0,User,2287
2281,33,1860,0,User,2288
4326,2290,2194,0,News Outlet,2289
5892,465,585,0,User,2290
1386,339,3195,0,User,2291
3418,476,26,0,User,2292
1698,466,801,0,User,2293
1116,921,2960,0,User,2294
3900,973,998,0,User,2295
273,995,295,0,User,2296
3836,915,2009,0,Influencer,2297
5795,942,150,0,Influencer,2298
1220,379,2491,0,User,2299
2209,298,1474,0,Influencer,2300
1908,2218,2316,0,User,2301
1379,1444,3013,0,User,2302
1199,215,2300,0,User,2303
4698,125,1814,0,User,2304
2272,764,464,0,User,2305
481,51,1180,0,Influencer,2306
628,137,2918,0,Influencer,2307
1603,1546,1424,0,User,2308
4203,64,3525,0,Influencer,2309
2448,1323,922,0,User,2310
1996,1586,1869,0,Bot,2311
2545,1335,170,0,User,2312
224,1640,759,0,Bot,2313
4377,986,350,0,Bot,2314
1089,2030,4227,0,News Outlet,2315
1824,675,2530,0,User,2316
365,1261,1784,0,User,2317
1000,235,1088,0,User,2318
1047,248,214,0,Influencer,2319
2985,54,985,0,User,2320
236,230,294,0,User,2321
485,917,927,0,User,2322
601,298,878,0,User,2323
1499,859,2181,0,User,2324
648,247,675,0,User,2325
2605,875,19,0,User,2326
1270,662,171,0,Influencer,2327
220,2464,247,0,User,2328
4923,345,2105,0,Influencer,2329
2263,1925,1839,0,User,2330
3594,268,856,0,User,2331
17,620,639,0,User,2332
214,1482,1731,0,User,2333
2796,1603,341,0,User,2334
2687,443,1529,0,News Outlet,2335
4484,144,1507,0,User,2336
3769,2053,95,0,User,2337
2505,527,2855,0,User,2338
5246,774,1505,0,Influencer,2339
2291,163,1760,0,User,2340
2825,1853,2125,0,User,2341
2872,211,1408,0,User,2342
3320,952,2719,0,User,2343
3187,1515,2485,0,User,2344
1068,645,1903,0,User,2345
954,934,937,0,Influencer,2346
3331,25,566,0,User,2347
1185,724,699,0,User,2348
4860,23,166,0,User,2349
827,462,1671,0,Bot,2350
1227,723,794,0,User,2351
2286,455,298,0,User,2352
2056,1138,109,0,User,2353
2523,1178,1415,0,User,2354
3877,1129,3225,0,User,2355
1541,625,758,0,User,2356
2933,423,1468,0,Bot,2357
1235,270,1380,0,User,2358
6396,1390,1476,0,Influencer,2359
1712,1629,1710,0,User,2360
750,771,1540,0,User,2361
1809,2043,267,0,News Outlet,2362
6806,277,3190,0,User,2363
2619,821,3004,0,User,2364
2831,115,138,0,User,2365
1383,431,59,0,User,2366
4389,827,1151,0,User,2367
3290,2083,1421,0,User,2368
463,292,2276,0,User,2369
2230,658,31,0,User,2370
3774,1556,1309,0,Bot,2371
291,168,1830,0,User,2372
354,842,2094,0,User,2373
3805,258,21,0,User,2374
875,461,1164,0,User,2375
418,1256,2136,0,Bot,2376
179,1218,784,0,Influencer,2377
2042,2140,3063,0,User,2378
2873,568,1208,0,User,2379
1367,140,4067,0,Bot,2380
4186,859,195,0,User,2381
153,2061,1535,0,News Outlet,2382
2694,336,1136,0,User,2383
911,1187,218,0,Influencer,2384
4983,574,2349,0,User,2385
948,1335,677,0,User,2386
1235,1408,711,0,User,2387
1233,85,3679,0,User,2388
1548,63,557,0,User,2389
115,394,1837,0,User,2390
819,1703,1248,0,User,2391
4845,37,2195,0,Influencer,2392
32,801,1558,0,User,2393
216,477,53,0,User,2394
3947,1025,2043,0,User,2395
2568,1517,1098,0,User,2396
2786,1508,28,0,Influencer,2397
5533,913,594,0,Influencer,2398
2791,870,489,0,News Outlet,2399
1717,769,4053,0,User,2400
2704,1950,425,0,News Outlet,2401
3183,969,916,0,User,2402
1999,232,2152,0,User,2403
3432,637,2628,0,Influencer,2404
3333,1554,1737,0,User,2405
615,315,823,0,User,2406
1361,533,3129,0,User,2407
4380,1650,609,0,News Outlet,2408
3959,1355,854,0,User,2409
559,738,636,0,Bot,2410
3553,1084,76,0,User,2411
238,1477,2777,0,User,2412
1527,864,644,0,User,2413
505,916,1742,0,User,2414
4501,1518,1970,0,User,2415
1648,1535,1134,0,User,2416
2002,595,797,0,Influencer,2417
2220,454,282,0,User,2418
3955,505,973,0,User,2419
5099,662,839,0,User,2420
3897,1595,1454,0,User,2421
3650,624,1138,0,User,2422
1261,989,74,0,User,2423
3455,1226,272,0,User,2424
2012,145,1615,0,User,2425
2057,655,540,0,User,2426
4584,1091,2245,0,User,2427
4087,630,191,0,User,2428
5663,1611,203,0,User,2429
1834,1233,520,0,Bot,2430
3726,241,1043,0,News Outlet,2431
3291,1175,32,0,User,2432
9,800,2032,0,User,2433
2348,220,516,0,User,2434
6282,400,705,0,User,2435
426,352,2497,0,User,2436
4090,316,976,0,User,2437
1332,92,630,0,User,2438
3446,415,1561,0,User,2439
974,1106,1153,0,User,2440
863,466,1839,0,User,2441
938,856,2107,0,User,2442
3743,685,920,0,User,2443
4167,1733,1324,0,User,2444
3971,815,1554,0,Influencer,2445
649,1238,648,0,User,2446
4060,256,1709,0,News Outlet,2447
2709,102,132,0,News Outlet,2448
1265,561,219,0,User,2449
4109,542,541,0,User,2450
1102,640,435,0,User,2451
1275,363,373,0,User,2452
3582,198,1400,0,User,2453
4270,1395,65,0,User,2454
4241,111,857,0,User,2455
1275,607,3008,0,User,2456
2215,371,527,0,User,2457
1487,89,837,0,User,2458
290,563,1193,0,User,2459
1477,1404,3833,0,User,2460
791,262,3078,0,Influencer,2461
2760,1213,296,0,User,2462
4818,2051,896,0,Influencer,2463
834,788,252,0,User,2464
1287,552,3739,0,User,2465
315,1677,904,0,User,2466
82,1375,1500,0,User,2467
1318,1498,1729,0,User,2468
3316,1070,3245,0,User,2469
1984,658,2823,0,User,2470
2508,680,658,0,User,2471
3651,339,1168,0,User,2472
2778,1886,1024,0,User,2473
1639,2209,1034,0,User,2474
1221,604,825,0,User,2475
2239,182,1262,0,User,2476
1542,179,1039,0,User,2477
235,1373,3600,0,User,2478
3915,92,107,0,User,2479
350,26,2499,0,Influencer,2480
850,255,1650,0,User,2481
1253,99,278,0,User,2482
805,315,2530,0,News Outlet,2483
5347,829,147,0,User,2484
3510,1112,1063,0,User,2485
1832,1250,1944,0,User,2486
1877,494,675,0,User,2487
416,2501,803,0,User,2488
2909,914,1619,0,User,2489
2527,1226,457,0,User,2490
6691,196,2348,0,Bot,2491
5055,191,2313,0,Bot,2492
6834,965,234,0,Bot,2493
1858,1883,2123,0,Influencer,2494
31,263,1871,0,User,2495
5083,1031,2035,0,User,2496
884,693,729,0,User,2497
1474,842,1163,0,Influencer,2498
509,772,2848,0,User,2499
576,998,979,0,User,2500
695,417,1972,0,User,2501
2134,950,241,0,User,2502
2636,843,1230,0,Influencer,2503
1433,290,421,0,News Outlet,2504
174,2296,1073,0,News Outlet,2505
1344,1615,1517,0,User,2506
236,225,2388,0,News Outlet,2507
1007,448,2254,0,User,2508
576,595,810,0,Bot,2509
2040,2313,1086,0,Bot,2510
136,152,1316,0,Influencer,2511
111,89,30,0,Influencer,2512
2660,677,604,0,User,2513
1415,138,246,0,Influencer,2514
569,728,623,0,User,2515
2059,306,133,0,Bot,2516
2298,490,1436,0,Bot,2517
3052,269,2848,0,User,2518
4070,1267,394,0,User,2519
1585,1671,70,0,User,2520
894,798,838,0,News Outlet,2521
1020,1695,670,0,User,2522
1720,261,1459,0,User,2523
1853,496,2070,0,User,2524
1355,1284,2029,0,User,2525
3072,981,1307,0,User,2526
2870,1736,3777,0,News Outlet,2527
4649,14,180,0,User,2528
5585,992,1809,0,Bot,2529
238,343,160,0,News Outlet,2530
2639,41,423,0,News Outlet,2531
3467,1198,1687,0,User,2532
4301,71,582,0,User,2533
3090,965,668,0,User,2534
3869,1248,1044,0,User,2535
1156,1369,588,0,News Outlet,2536
3178,1525,1183,0,User,2537
483,252,569,0,User,2538
3176,1416,119,0,User,2539
1883,580,627,0,User,2540
2404,807,312,0,Influencer,2541
4756,1428,4848,0,User,2542
1878,818,1221,0,User,2543
3246,651,159,0,User,2544
3464,455,834,0,User,2545
1500,1048,278,0,User,2546
582,414,1062,0,User,2547
2033,1049,2054,0,News Outlet,2548
2918,294,1367,0,User,2549
988,1415,478,0,User,2550
416,873,3456,0,User,2551
2344,2385,2100,0,User,2552
1263,299,1097,0,User,2553
234,8,1617,0,User,2554
3077,826,2509,0,User,2555
1225,306,2010,0,News Outlet,2556
2152,95,1322,0,News Outlet,2557
287,1097,624,0,Bot,2558
159,1187,720,0,User,2559
1261,119,737,0,User,2560
120,1356,2227,0,User,2561
1042,762,448,0,User,2562
2448,608,2219,0,User,2563
425,246,371,0,User,2564
431,205,2980,0,News Outlet,2565
248,1855,848,0,News Outlet,2566
3042,1122,2437,0,Influencer,2567
934,776,1674,0,Influencer,2568
1074,787,1693,0,User,2569
1628,329,909,0,User,2570
3613,354,182,0,User,2571
3254,615,972,0,User,2572
447,561,248,0,News Outlet,2573
1462,1695,300,0,Influencer,2574
4538,564,1569,0,User,2575
3185,387,741,0,Bot,2576
170,1325,353,0,News Outlet,2577
936,785,943,0,User,2578
13,551,979,0,User,2579
18,449,886,0,User,2580
887,1236,159,0,User,2581
874,503,1011,0,Influencer,2582
1881,508,2356,0,Bot,2583
542,950,999,0,User,2584
2127,246,451,0,User,2585
278,1421,648,0,User,2586
132,1761,333,0,Influencer,2587
844,1018,705,0,Influencer,2588
1858,1138,356,0,News Outlet,2589
3776,1634,1716,0,News Outlet,2590
3233,326,250,0,Influencer,2591
2133,1730,1098,0,User,2592
3635,442,1302,0,Influencer,2593
5320,1921,389,0,Influencer,2594
3654,1529,2051,0,User,2595
2102,1980,429,0,News Outlet,2596
971,1065,2085,0,Influencer,2597
2945,600,84,0,User,2598
6204,2426,2249,0,Bot,2599
1728,783,773,0,User,2600
2438,2,1481,0,User,2601
3291,1231,2433,0,User,2602
970,561,2001,0,User,2603
6118,2205,204,0,User,2604
537,609,1645,0,Influencer,2605
24,526,1527,0,User,2606
1776,1695,2508,0,User,2607
1821,1086,991,0,User,2608
823,1015,467,0,User,2609
3654,136,2621,0,Influencer,2610
342,915,2012,0,User,2611
3575,640,1816,0,User,2612
2555,859,1566,0,User,2613
322,510,481,0,User,2614
3699,396,1339,0,News Outlet,2615
1751,618,1650,0,User,2616
891,199,80,0,Influencer,2617
2449,1037,796,0,User,2618
3255,411,816,0,User,2619
434,880,853,0,News Outlet,2620
1240,413,256,0,User,2621
3486,54,810,0,User,2622
927,542,2231,0,User,2623
3781,1742,325,0,Bot,2624
1826,1695,1864,0,User,2625
2701,877,308,0,User,2626
659,1536,1855,0,User,2627
3112,911,317,0,User,2628
253,709,76,0,User,2629
369,1157,1665,0,User,2630
2312,928,1633,0,User,2631
5048,144,1461,0,User,2632
3219,1977,172,0,Influencer,2633
1210,1263,515,0,User,2634
3502,592,1592,0,User,2635
675,634,1288,0,User,2636
369,404,48,0,User,2637
1401,1285,399,0,User,2638
6109,961,1047,0,User,2639
692,391,3136,0,News Outlet,2640
1716,180,574,0,User,2641
5063,73,3,0,User,2642
382,913,5,0,User,2643
2744,326,1872,0,Bot,2644
1268,112,788,0,User,2645
970,892,864,0,Bot,2646
2131,2413,1134,0,User,2647
1495,2097,747,0,User,2648
1033,2043,84,0,User,2649
3474,26,142,0,User,2650
2082,2910,638,0,News Outlet,2651
849,133,1298,0,User,2652
267,221,420,0,User,2653
1953,744,272,0,News Outlet,2654
2027,956,106,0,User,2655
4878,2150,53,0,User,2656
1689,1333,1194,0,Influencer,2657
1065,501,861,0,User,2658
2493,847,122,0,Bot,2659
881,112,1503,0,User,2660
1605,1179,773,0,Influencer,2661
4364,708,946,0,User,2662
3123,857,262,0,User,2663
3353,1814,418,0,News Outlet,2664
1528,1199,1920,0,User,2665
4037,965,1125,0,User,2666
560,696,1666,0,User,2667
2167,2384,1679,0,User,2668
280,161,1263,0,Bot,2669
4154,731,2049,0,User,2670
176,801,1338,0,User,2671
314,1591,1964,0,News Outlet,2672
1842,747,2654,0,User,2673
3560,352,1686,0,User,2674
1033,100,1434,0,User,2675
1856,119,636,0,User,2676
309,292,1613,0,Influencer,2677
1585,112,1691,0,User,2678
1301,2,1092,0,User,2679
911,451,335,0,News Outlet,2680
2240,767,1617,0,News Outlet,2681
967,981,2178,0,User,2682
7954,1751,1075,0,Bot,2683
7135,1047,1045,0,User,2684
3226,2356,355,0,News Outlet,2685
2245,1572,1127,0,Bot,2686
2199,198,2574,0,User,2687
2674,329,2136,0,News Outlet,2688
31,1486,1771,0,User,2689
3523,357,1606,0,User,2690
2601,237,274,0,User,2691
2760,1850,356,0,Influencer,2692
51,1063,121,0,User,2693
1224,510,102,0,Bot,2694
1179,1320,835,0,User,2695
1436,706,2721,0,User,2696
646,1437,1681,0,User,2697
5294,1676,2818,0,User,2698
2347,374,2472,0,User,2699
1126,596,206,0,User,2700
176,2403,1743,0,User,2701
3825,323,604,0,Influencer,2702
662,756,782,0,Bot,2703
5118,2056,850,0,User,2704
493,1406,577,0,User,2705
3277,10,2057,0,User,2706
3652,473,1330,0,News Outlet,2707
3021,997,488,0,Influencer,2708
3849,1590,126,0,User,2709
87,370,2455,0,User,2710
1495,963,675,0,User,2711
3370,1698,1759,0,User,2712
5003,1922,152,0,User,2713
2407,93,1190,0,Bot,2714
5524,1094,460,0,User,2715
614,277,411,0,Influencer,2716
1006,1962,1152,0,User,2717
4165,576,1913,0,User,2718
6440,1048,1377,0,User,2719
350,129,2771,0,User,2720
2218,349,767,0,User,2721
3133,164,1036,0,User,2722
1818,902,13,0,User,2723
1895,1187,2302,0,User,2724
574,22,237,0,Bot,2725
1332,2380,1636,0,User,2726
3199,621,125,0,User,2727
1065,339,1226,0,User,2728
1570,292,84,0,Influencer,2729
3626,925,291,0,User,2730
777,1510,473,0,User,2731
242,114,215,0,User,2732
7158,445,464,0,User,2733
1092,173,1639,0,User,2734
2530,838,1792,0,User,2735
2147,246,1935,0,User,2736
3591,599,3445,0,User,2737
957,1677,3561,0,Bot,2738
1114,179,973,0,Influencer,2739
2528,377,1102,0,User,2740
1791,1263,1683,0,User,2741
147,477,157,0,User,2742
5030,958,1057,0,User,2743
647,348,3738,0,User,2744
2726,58,2131,0,User,2745
583,666,1386,0,User,2746
3584,458,210,0,User,2747
3136,382,2907,0,User,2748
480,1592,2029,0,User,2749
1651,36,3423,0,User,2750
1388,2117,729,0,User,2751
284,883,1353,0,User,2752
1033,1115,1881,0,User,2753
1906,1205,769,0,User,2754
3105,1492,904,0,News Outlet,2755
4355,1596,1703,0,User,2756
716,1028,1216,0,News Outlet,2757
3179,428,186,0,User,2758
3042,401,1238,0,User,2759
308,927,3577,0,User,2760
400,819,2746,0,User,2761
120,2139,1274,0,User,2762
2403,345,1657,0,User,2763
8184,1086,599,0,User,2764
3820,1885,4190,0,User,2765
835,1608,2082,0,News Outlet,2766
6743,420,849,0,News Outlet,2767
3095,1203,1189,0,User,2768
5154,1299,479,0,Bot,2769
41,818,278,0,Bot,2770
542,138,631,0,User,2771
3151,642,820,0,Influencer,2772
3470,44,1711,0,User,2773
1790,2041,2927,0,User,2774
106,303,614,0,User,2775
6047,1979,1066,0,User,2776
2587,182,119,0,Bot,2777
1309,702,1432,0,User,2778
421,419,783,0,User,2779
349,902,1794,0,Influencer,2780
260,141,894,0,Bot,2781
2924,333,327,0,News Outlet,2782
143,1020,463,0,User,2783
3902,456,520,0,User,2784
169,2504,836,0,User,2785
1305,1768,1730,0,User,2786
1935,1072,2094,0,User,2787
4392,739,415,0,User,2788
2940,581,1590,0,Bot,2789
535,675,923,0,User,2790
2069,904,1048,0,User,2791
2350,1666,1955,0,User,2792
5017,478,807,0,Bot,2793
2829,665,1824,0,User,2794
839,737,649,0,Influencer,2795
533,654,807,0,User,2796
2320,559,2583,0,User,2797
4499,23,2163,0,User,2798
2276,623,1622,0,User,2799
1476,970,1056,0,User,2800
2668,762,2520,0,User,2801
2745,1811,3036,0,User,2802
2192,372,1134,0,User,2803
4334,1135,1258,0,Bot,2804
2225,293,1981,0,User,2805
889,869,56,0,Bot,2806
3972,1898,517,0,User,2807
563,407,966,0,Influencer,2808
3360,2189,888,0,User,2809
3370,1459,532,0,User,2810
4020,61,454,0,Influencer,2811
1454,1042,887,0,Bot,2812
4589,1020,2161,0,News Outlet,2813
2463,955,1595,0,User,2814
4813,380,762,0,User,2815
2029,1859,1008,0,User,2816
2847,1092,662,0,User,2817
3929,56,2400,0,User,2818
6951,852,3503,0,User,2819
463,1250,2349,0,User,2820
2483,1088,103,0,User,2821
1439,427,1470,0,User,2822
1272,627,1865,0,Bot,2823
1361,1215,271,0,Influencer,2824
5331,918,2707,0,User,2825
1606,298,2463,0,News Outlet,2826
4646,111,639,0,User,2827
243,625,317,0,User,2828
427,1605,1486,0,User,2829
3621,222,1412,0,User,2830
502,183,649,0,Influencer,2831
1808,1214,509,0,User,2832
8456,297,2311,0,Influencer,2833
7931,541,1688,0,Influencer,2834
2100,324,77,0,Bot,2835
4683,305,247,0,User,2836
938,2106,546,0,Influencer,2837
2980,895,2622,0,User,2838
356,733,685,0,User,2839
2246,901,1251,0,Influencer,2840
2154,334,632,0,User,2841
2577,1002,1284,0,Influencer,2842
643,307,1644,0,User,2843
1132,285,113,0,User,2844
639,1313,431,0,Influencer,2845
97,1985,1161,0,Bot,2846
2601,775,1006,0,User,2847
3340,753,1463,0,User,2848
2822,2486,1284,0,User,2849
6029,657,2269,0,User,2850
1527,957,1847,0,User,2851
862,1350,1178,0,User,2852
1840,983,1227,0,Influencer,2853
2730,1437,1309,0,Bot,2854
3612,448,1247,0,Influencer,2855
5721,0,1721,0,User,2856
2063,514,1603,0,User,2857
4315,287,272,0,User,2858
1716,1191,1330,0,User,2859
1380,257,246,0,User,2860
104,264,1096,0,User,2861
2990,1034,2253,0,Influencer,2862
3814,1562,796,0,User,2863
516,165,1097,0,User,2864
1278,1256,1683,0,User,2865
